"ID
операции"	Дата	Магазин	Артикул	Операция	"Количество
упаковок, шт"	Цена руб/шт
22002	08.06.2021	М45	50	Продажа	22	126
22003	08.06.2021	М45	51	Продажа	28	433
22004	08.06.2021	М45	52	Поставка	200	33
22005	08.06.2021	М45	62	Продажа	18	140
22006	08.06.2021	М45	63	Поставка	10	223
22007	08.06.2021	М45	63	Продажа	10	271
22008	08.06.2021	М46	1	Поставка	20	196
22009	08.06.2021	М46	3	Поставка	50	81
22010	08.06.2021	М46	4	Продажа	17	19
22011	08.06.2021	М46	5	Поставка	50	42
22012	08.06.2021	М46	8	Продажа	61	67
22013	08.06.2021	М46	9	Поставка	40	82
22014	08.06.2021	М46	10	Поставка	20	209
22015	08.06.2021	М46	14	Поставка	30	213
22016	08.06.2021	М46	14	Продажа	26	181
22017	08.06.2021	М46	17	Поставка	20	167
22018	08.06.2021	М46	17	Продажа	20	221
22019	08.06.2021	М46	18	Поставка	100	48
22020	08.06.2021	М46	20	Продажа	98	86
22021	08.06.2021	М46	22	Поставка	10	347
22022	08.06.2021	М46	23	Поставка	20	455
22023	08.06.2021	М46	24	Поставка	40	191
22024	08.06.2021	М46	26	Поставка	50	59
22025	08.06.2021	М46	30	Продажа	34	234
22026	08.06.2021	М46	31	Поставка	50	48
22027	08.06.2021	М46	33	Поставка	40	58
22028	08.06.2021	М46	34	Продажа	39	129
22029	08.06.2021	М46	38	Продажа	30	75
22030	08.06.2021	М46	42	Поставка	20	70
22031	08.06.2021	М46	42	Продажа	20	69
22032	08.06.2021	М46	44	Продажа	24	67
22033	08.06.2021	М46	45	Продажа	8	53
22034	08.06.2021	М46	50	Поставка	10	94
22035	08.06.2021	М46	50	Продажа	12	84
22036	08.06.2021	М46	54	Поставка	50	77
22037	08.06.2021	М46	54	Продажа	76	123
22038	08.06.2021	М46	55	Продажа	43	53
22039	08.06.2021	М46	56	Продажа	28	131
22040	08.06.2021	М46	58	Поставка	10	202
22041	08.06.2021	М46	61	Поставка	10	80
22042	08.06.2021	М46	61	Продажа	10	95
22043	08.06.2021	М46	62	Поставка	10	136
22044	08.06.2021	М46	63	Поставка	10	257
22045	08.06.2021	М46	63	Продажа	5	290
22046	08.06.2021	М47	2	Поставка	30	77
22047	08.06.2021	М47	2	Продажа	33	108
22048	08.06.2021	М47	3	Продажа	40	74
22049	08.06.2021	М47	6	Продажа	25	173
22050	08.06.2021	М47	7	Продажа	12	47
22051	08.06.2021	М47	11	Поставка	10	218
22052	08.06.2021	М47	19	Поставка	30	191
22053	08.06.2021	М47	20	Поставка	100	75
22054	08.06.2021	М47	21	Поставка	20	207
22055	08.06.2021	М47	21	Продажа	19	261
22056	08.06.2021	М47	22	Поставка	10	368
22057	08.06.2021	М47	27	Поставка	10	322
22058	08.06.2021	М47	28	Поставка	40	38
22059	08.06.2021	М47	29	Поставка	100	28
22060	08.06.2021	М47	32	Поставка	50	63
22061	08.06.2021	М47	35	Поставка	50	60
22062	08.06.2021	М47	35	Продажа	65	49
22063	08.06.2021	М47	37	Поставка	50	74
22064	08.06.2021	М47	39	Поставка	10	448
22065	08.06.2021	М47	40	Поставка	20	216
22066	08.06.2021	М47	41	Поставка	30	98
22067	08.06.2021	М47	45	Продажа	9	44
22068	08.06.2021	М47	48	Продажа	35	144
22069	08.06.2021	М47	57	Поставка	40	300
22070	08.06.2021	М47	58	Поставка	10	184
22071	08.06.2021	М47	60	Продажа	17	179
22072	08.06.2021	М47	64	Продажа	71	69
22073	08.06.2021	М48	2	Продажа	104	110
22074	08.06.2021	М48	6	Поставка	100	198
22075	08.06.2021	М48	6	Продажа	124	212
22076	08.06.2021	М48	9	Продажа	159	114
22077	08.06.2021	М48	13	Продажа	272	52
22078	08.06.2021	М48	14	Поставка	100	167
22079	08.06.2021	М48	16	Поставка	50	332
22080	08.06.2021	М48	17	Поставка	100	143
22081	08.06.2021	М48	19	Продажа	105	207
22082	08.06.2021	М48	20	Поставка	300	73
22083	08.06.2021	М48	21	Продажа	66	185
22084	08.06.2021	М48	22	Поставка	20	312
22085	08.06.2021	М48	27	Продажа	48	508
22086	08.06.2021	М48	29	Поставка	300	36
22087	08.06.2021	М48	29	Продажа	376	46
22088	08.06.2021	М48	31	Продажа	180	64
22089	08.06.2021	М48	34	Продажа	144	131
22090	08.06.2021	М48	35	Поставка	300	53
22091	08.06.2021	М48	35	Продажа	285	77
22092	08.06.2021	М48	38	Поставка	100	76
22093	08.06.2021	М48	42	Продажа	99	83
22094	08.06.2021	М48	45	Поставка	30	42
22095	08.06.2021	М48	45	Продажа	30	53
22096	08.06.2021	М48	47	Поставка	50	423
22097	08.06.2021	М48	54	Поставка	200	106
22098	08.06.2021	М48	54	Продажа	325	115
22099	08.06.2021	М48	56	Поставка	100	83
22100	08.06.2021	М48	56	Продажа	93	102
22101	08.06.2021	М48	59	Поставка	100	224
22102	08.06.2021	М48	60	Продажа	64	140
22103	08.06.2021	М49	1	Продажа	138	279
22104	08.06.2021	М49	2	Продажа	236	82
22105	08.06.2021	М49	4	Продажа	144	22
22106	08.06.2021	М49	5	Продажа	365	56
22107	08.06.2021	М49	11	Продажа	104	301
22108	08.06.2021	М49	13	Поставка	400	36
22109	08.06.2021	М49	19	Продажа	273	256
22110	08.06.2021	М49	21	Продажа	188	220
22111	08.06.2021	М49	24	Продажа	240	241
22112	08.06.2021	М49	31	Продажа	308	58
22113	08.06.2021	М49	34	Поставка	400	87
22114	08.06.2021	М49	35	Поставка	500	52
22115	08.06.2021	М49	37	Продажа	441	69
22116	08.06.2021	М49	39	Поставка	100	436
22117	08.06.2021	М49	41	Поставка	300	109
22118	08.06.2021	М49	43	Продажа	229	87
22119	08.06.2021	М49	45	Продажа	76	58
22120	08.06.2021	М49	46	Продажа	223	73
22121	08.06.2021	М49	50	Поставка	100	96
22122	08.06.2021	М49	53	Продажа	284	81
22123	08.06.2021	М49	59	Продажа	175	192
22124	08.06.2021	М49	60	Поставка	100	150
22125	08.06.2021	М49	61	Поставка	100	99
22126	08.06.2021	М49	61	Продажа	86	116
22127	08.06.2021	М49	62	Поставка	50	132
22128	08.06.2021	М49	62	Продажа	82	119
22129	08.06.2021	М49	64	Поставка	500	43
22130	08.06.2021	М50	1	Поставка	20	238
22131	08.06.2021	М50	4	Поставка	20	18
22132	08.06.2021	М50	9	Продажа	31	95
22133	08.06.2021	М50	11	Продажа	18	328
22134	08.06.2021	М50	15	Продажа	25	73
22135	08.06.2021	М50	16	Поставка	10	360
22136	08.06.2021	М50	22	Продажа	6	343
22137	08.06.2021	М50	29	Поставка	100	29
22138	08.06.2021	М50	29	Продажа	71	36
22139	08.06.2021	М50	30	Поставка	30	220
22140	08.06.2021	М50	30	Продажа	33	211
22141	08.06.2021	М50	32	Поставка	50	52
22142	08.06.2021	М50	33	Продажа	38	65
22143	08.06.2021	М50	34	Продажа	44	136
22144	08.06.2021	М50	37	Поставка	50	57
22145	08.06.2021	М50	38	Поставка	40	61
22146	08.06.2021	М50	41	Продажа	41	137
22147	08.06.2021	М50	43	Продажа	22	103
22148	08.06.2021	М50	44	Продажа	25	61
22149	08.06.2021	М50	46	Поставка	30	48
22150	08.06.2021	М50	46	Продажа	36	50
22151	08.06.2021	М50	48	Продажа	39	131
22152	08.06.2021	М50	51	Поставка	10	322
22153	08.06.2021	М50	52	Продажа	86	43
22154	08.06.2021	М50	55	Продажа	44	55
22155	08.06.2021	М50	56	Поставка	30	92
22156	08.06.2021	М50	56	Продажа	32	94
22157	08.06.2021	М50	57	Поставка	50	297
22158	08.06.2021	М50	57	Продажа	42	343
22159	08.06.2021	М50	63	Поставка	10	242
22160	08.06.2021	М51	3	Поставка	400	62
22161	08.06.2021	М51	6	Поставка	200	202
22162	08.06.2021	М51	6	Продажа	218	243
22163	08.06.2021	М51	7	Поставка	100	34
22164	08.06.2021	М51	9	Поставка	300	84
22165	08.06.2021	М51	12	Продажа	332	162
22166	08.06.2021	М51	13	Продажа	429	61
22167	08.06.2021	М51	16	Продажа	152	440
22168	08.06.2021	М51	17	Продажа	165	170
22169	08.06.2021	М51	23	Продажа	103	460
22170	08.06.2021	М51	25	Поставка	200	125
22171	08.06.2021	М51	25	Продажа	115	137
22172	08.06.2021	М51	27	Продажа	85	406
22173	08.06.2021	М51	29	Продажа	745	40
22174	08.06.2021	М51	31	Поставка	300	57
22175	08.06.2021	М51	36	Поставка	100	406
22176	08.06.2021	М51	39	Продажа	101	492
22177	08.06.2021	М51	41	Поставка	300	120
22178	08.06.2021	М51	42	Поставка	200	57
22179	08.06.2021	М51	44	Поставка	300	58
22180	08.06.2021	М51	45	Продажа	77	51
22181	08.06.2021	М51	47	Поставка	100	531
22182	08.06.2021	М51	53	Поставка	300	68
22183	08.06.2021	М51	53	Продажа	314	95
22184	08.06.2021	М51	56	Продажа	225	110
22185	08.06.2021	М51	57	Продажа	277	446
22186	08.06.2021	М51	59	Продажа	224	272
22187	08.06.2021	М51	60	Продажа	124	135
22188	08.06.2021	М52	3	Продажа	23	99
22189	08.06.2021	М52	5	Поставка	30	44
22190	08.06.2021	М52	7	Поставка	10	34
22191	08.06.2021	М52	8	Продажа	30	56
22192	08.06.2021	М52	9	Продажа	21	101
22193	08.06.2021	М52	10	Продажа	13	187
22194	08.06.2021	М52	11	Поставка	10	211
22195	08.06.2021	М52	12	Поставка	20	178
22196	08.06.2021	М52	13	Поставка	30	45
22197	08.06.2021	М52	14	Поставка	10	158
22198	08.06.2021	М52	15	Продажа	14	58
22199	08.06.2021	М52	19	Продажа	14	270
22200	08.06.2021	М52	20	Продажа	39	126
22201	08.06.2021	М52	22	Продажа	2	511
22202	08.06.2021	М52	23	Поставка	10	570
22203	08.06.2021	М52	23	Продажа	9	690
22204	08.06.2021	М52	24	Поставка	10	196
22205	08.06.2021	М52	25	Поставка	10	139
22206	08.06.2021	М52	26	Поставка	20	62
22207	08.06.2021	М52	27	Поставка	10	392
22208	08.06.2021	М52	28	Поставка	20	37
22209	08.06.2021	М52	29	Поставка	50	37
22210	08.06.2021	М52	31	Поставка	30	50
22211	08.06.2021	М52	32	Поставка	20	56
22212	08.06.2021	М52	34	Продажа	24	129
22213	08.06.2021	М52	37	Поставка	20	61
22214	08.06.2021	М52	38	Поставка	20	79
22215	08.06.2021	М52	40	Продажа	9	260
22216	08.06.2021	М52	41	Продажа	17	120
22217	08.06.2021	М52	43	Поставка	10	82
22218	08.06.2021	М52	44	Продажа	15	74
22219	08.06.2021	М52	45	Продажа	4	47
22220	08.06.2021	М52	46	Продажа	14	58
22221	08.06.2021	М52	47	Продажа	6	498
22222	08.06.2021	М52	49	Поставка	40	43
22223	08.06.2021	М52	50	Продажа	6	88
22224	08.06.2021	М52	52	Продажа	45	37
22225	08.06.2021	М52	54	Поставка	40	103
22226	08.06.2021	М52	54	Продажа	33	139
22227	08.06.2021	М52	55	Поставка	20	44
22228	08.06.2021	М52	58	Продажа	6	201
22229	08.06.2021	М52	59	Поставка	10	160
22230	08.06.2021	М52	60	Поставка	10	150
22231	08.06.2021	М53	3	Поставка	200	77
22232	08.06.2021	М53	7	Продажа	54	37
22233	08.06.2021	М53	8	Поставка	300	56
22234	08.06.2021	М53	10	Поставка	100	179
22235	08.06.2021	М53	11	Поставка	50	200
22236	08.06.2021	М53	11	Продажа	54	224
22237	08.06.2021	М53	18	Поставка	300	64
22238	08.06.2021	М53	24	Продажа	144	270
22239	08.06.2021	М53	27	Поставка	40	385
22240	08.06.2021	М53	28	Продажа	168	42
22241	08.06.2021	М53	29	Продажа	266	32
22242	08.06.2021	М53	30	Поставка	100	175
22243	08.06.2021	М53	31	Продажа	177	75
22244	08.06.2021	М53	32	Поставка	100	59
22245	08.06.2021	М53	33	Поставка	100	60
22246	08.06.2021	М53	34	Поставка	200	96
22247	08.06.2021	М53	36	Поставка	100	389
22248	08.06.2021	М53	45	Продажа	38	36
22249	08.06.2021	М53	47	Поставка	50	447
22250	08.06.2021	М53	52	Поставка	400	28
22251	08.06.2021	М53	59	Поставка	100	208
22252	08.06.2021	М53	60	Поставка	50	150
22253	08.06.2021	М53	61	Продажа	34	115
22254	08.06.2021	М53	63	Продажа	17	326
22255	08.06.2021	М53	64	Поставка	300	47
22256	08.06.2021	М54	3	Поставка	100	77
22257	08.06.2021	М54	6	Поставка	50	202
22258	08.06.2021	М54	7	Продажа	28	34
22259	08.06.2021	М54	11	Продажа	35	295
22260	08.06.2021	М54	22	Поставка	10	371
22261	08.06.2021	М54	24	Поставка	100	171
22262	08.06.2021	М54	26	Поставка	100	63
22263	08.06.2021	М54	26	Продажа	81	87
22264	08.06.2021	М54	30	Поставка	50	173
22265	08.06.2021	М54	31	Продажа	79	67
22266	08.06.2021	М54	33	Поставка	50	52
22267	08.06.2021	М54	36	Поставка	50	336
22268	08.06.2021	М54	39	Поставка	30	328
22269	08.06.2021	М54	42	Поставка	40	74
22270	08.06.2021	М54	44	Продажа	68	55
22271	08.06.2021	М54	45	Продажа	19	50
22272	08.06.2021	М54	46	Поставка	50	45
22273	08.06.2021	М54	48	Продажа	80	158
22274	08.06.2021	М54	51	Продажа	24	540
22275	08.06.2021	М54	53	Продажа	76	104
22276	08.06.2021	М54	54	Поставка	200	96
22277	08.06.2021	М54	58	Поставка	20	175
22278	08.06.2021	М54	58	Продажа	19	197
22279	08.06.2021	М54	59	Поставка	50	160
22280	08.06.2021	М54	59	Продажа	46	202
22281	08.06.2021	М54	60	Продажа	26	174
22282	08.06.2021	М54	63	Поставка	10	264
22283	08.06.2021	М54	64	Продажа	151	57
22284	08.06.2021	М55	7	Поставка	50	40
22285	08.06.2021	М55	9	Продажа	145	99
22286	08.06.2021	М55	10	Поставка	100	215
22287	08.06.2021	М55	11	Продажа	65	229
22288	08.06.2021	М55	12	Поставка	100	166
22289	08.06.2021	М55	15	Поставка	100	52
22290	08.06.2021	М55	16	Продажа	64	408
22291	08.06.2021	М55	21	Поставка	100	212
22292	08.06.2021	М55	21	Продажа	73	263
22293	08.06.2021	М55	22	Продажа	24	469
22294	08.06.2021	М55	23	Поставка	50	550
22295	08.06.2021	М55	24	Поставка	100	193
22296	08.06.2021	М55	26	Продажа	179	78
22297	08.06.2021	М55	28	Поставка	100	33
22298	08.06.2021	М55	30	Продажа	110	201
22299	08.06.2021	М55	31	Продажа	201	55
22300	08.06.2021	М55	34	Продажа	165	89
22301	08.06.2021	М55	38	Продажа	148	92
22302	08.06.2021	М55	42	Поставка	100	57
22303	08.06.2021	М55	43	Продажа	96	113
22304	08.06.2021	М55	47	Поставка	50	381
22305	08.06.2021	М55	49	Поставка	200	55
22306	08.06.2021	М55	49	Продажа	287	47
22307	08.06.2021	М55	50	Поставка	40	95
22308	08.06.2021	М55	54	Продажа	244	103
22309	08.06.2021	М55	55	Продажа	168	44
22310	08.06.2021	М55	58	Поставка	40	145
22311	08.06.2021	М55	59	Продажа	115	204
22312	08.06.2021	М55	62	Продажа	33	167
22313	08.06.2021	М55	63	Продажа	19	264
22314	08.06.2021	М56	1	Поставка	100	205
22315	08.06.2021	М56	3	Поставка	400	82
22316	08.06.2021	М56	4	Поставка	200	13
22317	08.06.2021	М56	7	Поставка	100	29
22318	08.06.2021	М56	8	Поставка	500	57
22319	08.06.2021	М56	9	Поставка	300	99
22320	08.06.2021	М56	10	Продажа	213	281
22321	08.06.2021	М56	13	Продажа	590	56
22322	08.06.2021	М56	14	Поставка	200	196
22323	08.06.2021	М56	20	Продажа	811	82
22324	08.06.2021	М56	21	Продажа	183	241
22325	08.06.2021	М56	22	Поставка	50	319
22326	08.06.2021	М56	28	Продажа	320	48
22327	08.06.2021	М56	29	Поставка	700	30
22328	08.06.2021	М56	29	Продажа	622	35
22329	08.06.2021	М56	30	Поставка	200	211
22330	08.06.2021	М56	30	Продажа	272	274
22331	08.06.2021	М56	31	Продажа	305	51
22332	08.06.2021	М56	34	Продажа	278	90
22333	08.06.2021	М56	38	Продажа	225	76
22334	08.06.2021	М56	39	Поставка	100	328
22335	08.06.2021	М56	41	Продажа	355	101
22336	08.06.2021	М56	42	Продажа	198	67
22337	08.06.2021	М56	44	Продажа	260	65
22338	08.06.2021	М56	45	Продажа	74	52
22339	08.06.2021	М56	47	Поставка	100	418
22340	08.06.2021	М56	47	Продажа	143	447
22341	08.06.2021	М56	49	Продажа	501	47
22342	08.06.2021	М56	50	Поставка	100	70
22343	08.06.2021	М56	50	Продажа	98	77
22344	08.06.2021	М56	55	Поставка	300	39
22345	08.06.2021	М56	56	Поставка	200	93
22346	08.06.2021	М56	63	Поставка	40	262
22347	08.06.2021	М56	64	Продажа	571	49
22348	08.06.2021	М57	4	Поставка	10	15
22349	08.06.2021	М57	4	Продажа	8	15
22350	08.06.2021	М57	17	Поставка	10	150
22351	08.06.2021	М57	17	Продажа	11	238
22352	08.06.2021	М57	20	Поставка	40	93
22353	08.06.2021	М57	23	Поставка	10	455
22354	08.06.2021	М57	23	Продажа	9	490
22355	08.06.2021	М57	25	Продажа	7	136
22356	08.06.2021	М57	26	Продажа	18	75
22357	08.06.2021	М57	27	Продажа	5	413
22358	08.06.2021	М57	28	Поставка	20	42
22359	08.06.2021	М57	31	Поставка	20	49
22360	08.06.2021	М57	31	Продажа	22	62
22361	08.06.2021	М57	36	Продажа	10	361
22362	08.06.2021	М57	40	Поставка	10	198
22363	08.06.2021	М57	41	Поставка	20	119
22364	08.06.2021	М57	41	Продажа	22	147
22365	08.06.2021	М57	44	Продажа	16	81
22366	08.06.2021	М57	46	Продажа	18	67
22367	08.06.2021	М57	47	Продажа	8	559
22368	08.06.2021	М57	51	Продажа	7	422
22369	08.06.2021	М57	55	Продажа	21	59
22370	08.06.2021	М57	56	Продажа	11	102
22371	08.06.2021	М57	57	Поставка	30	307
22372	08.06.2021	М57	58	Поставка	10	190
22373	08.06.2021	М57	58	Продажа	5	238
22374	08.06.2021	М57	59	Продажа	10	254
22375	08.06.2021	М57	60	Продажа	9	137
22376	08.06.2021	М57	63	Поставка	10	286
22377	08.06.2021	М58	1	Продажа	32	306
22378	08.06.2021	М58	4	Поставка	40	17
22379	08.06.2021	М58	8	Поставка	100	59
22380	08.06.2021	М58	11	Продажа	27	244
22381	08.06.2021	М58	13	Продажа	111	63
22382	08.06.2021	М58	14	Продажа	58	217
22383	08.06.2021	М58	15	Поставка	50	47
22384	08.06.2021	М58	16	Продажа	36	456
22385	08.06.2021	М58	18	Продажа	122	59
22386	08.06.2021	М58	19	Поставка	100	158
22387	08.06.2021	М58	20	Продажа	221	85
22388	08.06.2021	М58	21	Продажа	40	171
22389	08.06.2021	М58	22	Поставка	10	368
22390	08.06.2021	М58	23	Продажа	30	485
22391	08.06.2021	М58	28	Продажа	84	55
22392	08.06.2021	М58	29	Поставка	100	29
22393	08.06.2021	М58	29	Продажа	162	36
22394	08.06.2021	М58	30	Продажа	60	207
22395	08.06.2021	М58	32	Поставка	50	53
22396	08.06.2021	М58	32	Продажа	84	50
22397	08.06.2021	М58	34	Поставка	100	91
22398	08.06.2021	М58	35	Продажа	107	53
22399	08.06.2021	М58	37	Поставка	100	69
22400	08.06.2021	М58	39	Поставка	30	436
22401	08.06.2021	М58	41	Поставка	50	106
22402	08.06.2021	М58	42	Поставка	40	59
22403	08.06.2021	М58	44	Продажа	72	65
22404	08.06.2021	М58	45	Поставка	20	42
22405	08.06.2021	М58	50	Продажа	24	94
22406	08.06.2021	М58	53	Поставка	100	56
22407	08.06.2021	М58	60	Поставка	30	165
22408	08.06.2021	М58	61	Продажа	23	94
22409	08.06.2021	М59	2	Продажа	231	110
22410	08.06.2021	М59	5	Продажа	413	39
22411	08.06.2021	М59	7	Поставка	100	38
22412	08.06.2021	М59	10	Продажа	151	209
22413	08.06.2021	М59	12	Поставка	200	187
22414	08.06.2021	М59	13	Продажа	445	55
22415	08.06.2021	М59	14	Поставка	300	188
22416	08.06.2021	М59	21	Поставка	200	207
22417	08.06.2021	М59	23	Поставка	100	455
22418	08.06.2021	М59	23	Продажа	113	745
22419	08.06.2021	М59	24	Продажа	284	245
22420	08.06.2021	М59	27	Продажа	77	427
22421	08.06.2021	М59	28	Поставка	300	34
22422	08.06.2021	М59	29	Поставка	700	38
22423	08.06.2021	М59	29	Продажа	732	42
22424	08.06.2021	М59	31	Поставка	300	46
22425	08.06.2021	М59	32	Поставка	300	47
22426	08.06.2021	М59	34	Поставка	400	98
22427	08.06.2021	М59	37	Продажа	488	97
22428	08.06.2021	М59	38	Поставка	300	72
22429	08.06.2021	М59	38	Продажа	256	88
22430	08.06.2021	М59	41	Поставка	300	109
22431	08.06.2021	М59	41	Продажа	266	137
22432	08.06.2021	М59	45	Поставка	100	34
22433	08.06.2021	М59	50	Поставка	100	68
22434	08.06.2021	М59	52	Продажа	866	38
22435	08.06.2021	М59	54	Поставка	600	96
22436	08.06.2021	М59	55	Поставка	400	41
22437	08.06.2021	М59	57	Поставка	400	370
22438	08.06.2021	М59	58	Поставка	100	189
22439	08.06.2021	М59	58	Продажа	104	165
22440	08.06.2021	М59	61	Поставка	50	88
22441	08.06.2021	М59	62	Продажа	80	139
22442	08.06.2021	М59	64	Продажа	612	48
22443	08.06.2021	М60	3	Поставка	300	63
22444	08.06.2021	М60	3	Продажа	428	110
22445	08.06.2021	М60	6	Продажа	209	198
22446	08.06.2021	М60	7	Поставка	100	34
22447	08.06.2021	М60	11	Продажа	144	262
22448	08.06.2021	М60	14	Продажа	287	230
22449	08.06.2021	М60	15	Поставка	200	49
22450	08.06.2021	М60	22	Продажа	47	350
22451	08.06.2021	М60	23	Продажа	139	500
22452	08.06.2021	М60	24	Поставка	200	185
22453	08.06.2021	М60	25	Поставка	100	110
22454	08.06.2021	М60	26	Продажа	305	79
22455	08.06.2021	М60	27	Поставка	100	312
22456	08.06.2021	М60	28	Поставка	300	45
22457	08.06.2021	М60	28	Продажа	340	51
22458	08.06.2021	М60	34	Поставка	300	80
22459	08.06.2021	М60	38	Поставка	300	64
22460	08.06.2021	М60	41	Поставка	300	118
22461	08.06.2021	М60	43	Продажа	195	98
22462	08.06.2021	М60	47	Поставка	100	381
22463	08.06.2021	М60	48	Поставка	300	95
22464	08.06.2021	М60	50	Поставка	100	101
22465	08.06.2021	М60	51	Продажа	100	522
22466	08.06.2021	М60	52	Поставка	800	36
22467	08.06.2021	М60	53	Продажа	287	80
22468	08.06.2021	М60	54	Поставка	500	80
22469	08.06.2021	М60	57	Поставка	300	333
22470	08.06.2021	М60	58	Поставка	100	182
22471	08.06.2021	М60	58	Продажа	104	187
22472	08.06.2021	М60	62	Поставка	100	121
22473	08.06.2021	М61	3	Продажа	228	87
22474	08.06.2021	М61	4	Поставка	100	15
22475	08.06.2021	М61	4	Продажа	64	20
22476	08.06.2021	М61	5	Продажа	224	41
22477	08.06.2021	М61	6	Продажа	100	257
22478	08.06.2021	М61	10	Поставка	100	199
22479	08.06.2021	М61	10	Продажа	84	265
22480	08.06.2021	М61	11	Поставка	50	178
22481	08.06.2021	М61	14	Продажа	120	181
22482	08.06.2021	М61	17	Продажа	72	228
22483	08.06.2021	М61	20	Поставка	300	84
22484	08.06.2021	М61	25	Поставка	50	100
22485	08.06.2021	М61	29	Поставка	400	34
22486	08.06.2021	М61	31	Поставка	200	50
22487	08.06.2021	М61	31	Продажа	177	56
22488	08.06.2021	М61	32	Продажа	129	50
22489	08.06.2021	М61	34	Поставка	200	86
22490	08.06.2021	М61	35	Поставка	300	44
22491	08.06.2021	М61	36	Продажа	83	350
22492	08.06.2021	М61	39	Продажа	55	580
22493	08.06.2021	М61	43	Продажа	113	109
22494	08.06.2021	М61	44	Продажа	122	54
22495	08.06.2021	М61	45	Поставка	30	42
22496	08.06.2021	М61	47	Продажа	54	484
22497	08.06.2021	М61	50	Поставка	40	72
22498	08.06.2021	М61	50	Продажа	50	77
22499	08.06.2021	М61	53	Поставка	200	74
22500	08.06.2021	М61	54	Поставка	300	102
22501	08.06.2021	М61	56	Продажа	124	123
22502	08.06.2021	М61	57	Поставка	200	386
22503	08.06.2021	М61	57	Продажа	168	297
22504	08.06.2021	М61	58	Продажа	50	223
22505	08.06.2021	М61	61	Поставка	50	77
22506	08.06.2021	М61	61	Продажа	40	134
22507	08.06.2021	М62	1	Поставка	10	187
22508	08.06.2021	М62	2	Поставка	20	60
22509	08.06.2021	М62	4	Поставка	10	15
22510	08.06.2021	М62	4	Продажа	10	21
22511	08.06.2021	М62	5	Продажа	31	48
22512	08.06.2021	М62	6	Поставка	10	144
22513	08.06.2021	М62	7	Поставка	10	32
22514	08.06.2021	М62	7	Продажа	6	36
22515	08.06.2021	М62	8	Продажа	37	68
22516	08.06.2021	М62	10	Поставка	10	203
22517	08.06.2021	М62	15	Поставка	10	58
22518	08.06.2021	М62	16	Поставка	10	360
22519	08.06.2021	М62	17	Поставка	10	197
22520	08.06.2021	М62	17	Продажа	13	241
22521	08.06.2021	М62	22	Продажа	3	417
22522	08.06.2021	М62	25	Поставка	10	109
22523	08.06.2021	М62	26	Поставка	20	72
22524	08.06.2021	М62	30	Продажа	13	262
22525	08.06.2021	М62	32	Продажа	19	50
22526	08.06.2021	М62	34	Поставка	20	78
22527	08.06.2021	М62	34	Продажа	23	119
22528	08.06.2021	М62	38	Продажа	15	71
22529	08.06.2021	М62	40	Продажа	9	207
22530	08.06.2021	М62	41	Продажа	25	103
22531	08.06.2021	М62	46	Продажа	18	72
22532	08.06.2021	М62	48	Продажа	20	124
22533	08.06.2021	М62	49	Поставка	40	49
22534	08.06.2021	М62	50	Продажа	6	86
22535	08.06.2021	М62	51	Поставка	10	403
22536	08.06.2021	М62	55	Поставка	30	36
22537	08.06.2021	М62	58	Поставка	10	158
22538	08.06.2021	М62	61	Продажа	4	95
22539	08.06.2021	М63	2	Поставка	20	75
22540	08.06.2021	М63	4	Поставка	10	14
22541	08.06.2021	М63	5	Поставка	30	35
22542	08.06.2021	М63	6	Продажа	15	238
22543	08.06.2021	М63	7	Поставка	10	29
22544	08.06.2021	М63	12	Продажа	20	221
22545	08.06.2021	М63	13	Продажа	36	56
22546	08.06.2021	М63	14	Поставка	10	209
22547	08.06.2021	М63	14	Продажа	13	279
22548	08.06.2021	М63	15	Продажа	15	62
22549	08.06.2021	М63	16	Продажа	9	496
22550	08.06.2021	М63	17	Поставка	10	175
22551	08.06.2021	М63	19	Поставка	20	205
22552	08.06.2021	М63	19	Продажа	13	202
22553	08.06.2021	М63	20	Поставка	50	84
22554	08.06.2021	М63	28	Продажа	22	50
22555	08.06.2021	М63	33	Поставка	20	59
22556	08.06.2021	М63	35	Продажа	36	74
22557	08.06.2021	М63	36	Продажа	11	448
22558	08.06.2021	М63	37	Продажа	29	81
22559	08.06.2021	М63	38	Поставка	10	79
22560	08.06.2021	М63	41	Продажа	24	154
22561	08.06.2021	М63	42	Продажа	10	93
22562	08.06.2021	М63	46	Поставка	20	42
22563	08.06.2021	М63	49	Продажа	35	53
22564	08.06.2021	М63	56	Поставка	10	92
22565	08.06.2021	М63	57	Поставка	20	277
22566	08.06.2021	М63	61	Поставка	10	87
22567	08.06.2021	М64	1	Поставка	10	224
22568	08.06.2021	М64	3	Поставка	20	67
22569	08.06.2021	М64	5	Поставка	30	35
22570	08.06.2021	М64	8	Поставка	40	59
22571	08.06.2021	М64	10	Поставка	10	183
22572	08.06.2021	М64	12	Поставка	20	165
22573	08.06.2021	М64	14	Продажа	16	203
22574	08.06.2021	М64	15	Продажа	10	83
22575	08.06.2021	М64	19	Поставка	20	167
22576	08.06.2021	М64	20	Продажа	38	86
22577	08.06.2021	М64	21	Поставка	10	157
22578	08.06.2021	М64	21	Продажа	9	257
22579	08.06.2021	М64	23	Поставка	10	515
22580	08.06.2021	М64	23	Продажа	7	490
22581	08.06.2021	М64	24	Продажа	13	205
22582	08.06.2021	М64	25	Продажа	7	155
